,Final Price,Bidders,Duration,Price Dif Mean,Price Dif SD,Time Dif Mean,Time Dif SD
0,401.0,3.0,7.0,5.2,3.8948748375268787,120958.6,174534.1834922317
1,29.99,1.0,5.0,0.0,0.0,431924.0,0.0
2,110.5,5.0,7.0,2.2142857142857144,2.412763679150648,86399.14285714286,118290.89163220835
3,730.0,2.0,3.0,10.0,0.0,86399.66666666667,152333.21206267967
4,810.0,2.0,1.0,5.0,7.0710678118654755,43199.5,33865.46507136732
5,309.0,8.0,7.0,4.166666666666667,2.9180732539042804,50399.5,82073.36107687162
6,65.0,3.0,5.0,1.0714285714285714,0.8287419301647448,28192.714285714286,73821.15292060585
7,75.0,8.0,5.0,2.6476470588235297,1.9657935083947802,13948.882352941177,69258.43972838468
8,95.23,14.0,7.0,1.256388888888889,1.1974619654628529,16781.833333333332,64170.387311772225
9,102.5,6.0,7.0,1.9444444444444444,1.3787573371959967,15574.0,80210.18127730707
10,157.0,8.0,7.0,2.1578947368421053,1.9818189268675557,15915.71052631579,64348.015333391384
11,150.0,8.0,7.0,2.272727272727273,2.322077831285044,18148.636363636364,36932.76902174594
12,76.0,4.0,7.0,2.3636363636363638,1.5015143870590966,54981.36363636364,166761.7213009465
13,33.0,2.0,5.0,0.5,0.7071067811865476,83179.0,10138.497028652719
14,490.0,12.0,7.0,10.041666666666666,5.111616494652724,25114.541666666668,66844.31951279497
15,1000.0,12.0,7.0,34.78260869565217,40.471040737049506,26207.608695652172,70907.15103617683
16,715.0,2.0,7.0,12.857142857142858,12.863754913562,85920.71428571429,317737.2304345811
17,177.5,2.0,5.0,3.7549999999999955,1.774838020778228,153812.5,170559.10536966356
18,515.0,1.0,5.0,0.0,0.0,431991.0,0.0
19,130.0,6.0,7.0,2.4809615384615387,3.346028526544938,5969.115384615385,45286.42512209775
20,1404.0,17.0,7.0,17.838709677419356,17.806547062234436,19501.25806451613,42047.65963837365
21,430.01,12.0,7.0,4.7505,2.670654315647052,30239.65,31696.15595699264
22,585.0,16.0,10.0,9.419516129032258,13.257282987891864,13764.177419354839,79435.3946214968
23,4.99,1.0,7.0,0.0,0.0,576345.0,0.0
24,690.0,1.0,7.0,0.0,0.0,604796.0,0.0
25,1693.0,16.0,7.0,41.170731707317074,39.98306043753053,14539.707317073171,41363.828512508306
26,680.0,1.0,7.0,0.0,0.0,588868.0,0.0
27,29.0,12.0,3.0,1.1204,1.1277317943553777,10345.12,34712.29439900701
28,800.0,2.0,10.0,5.0,7.0710678118654755,432000.0,586202.8353121469
29,273.0,5.0,7.0,4.933333333333334,4.574255078568479,13908.133333333333,22006.184591306752
30,520.0,11.0,1.0,6.92,4.700860760742855,1151.6,6755.449691955417
31,650.0,1.0,3.0,0.0,0.0,244128.0,0.0
32,770.0,14.0,1.0,18.780243902439025,31.46501632669248,1332.658536585366,9006.032213493787
33,138.5,4.0,7.0,4.277777777777778,6.057593948462083,52230.666666666664,84468.01566421459
34,50.0,2.0,7.0,0.5599999999999987,0.6222539674441636,214499.0,160407.1733121683
35,999.0,1.0,7.0,0.0,0.0,541870.0,0.0
36,46.0,10.0,5.0,2.045909090909091,1.527427526426327,19636.227272727272,65622.39854539493
37,350.0,1.0,7.0,0.0,0.0,595861.0,0.0
38,71.0,12.0,5.0,1.8921621621621623,1.212719934543685,11675.513513513513,32840.48705115009
39,480.0,10.0,3.0,25.211052631578948,39.52873566501785,1227.578947368421,77478.95183303785
